,player_id,player_name,club,birthday,age,foot,squad_num,total_xG,total_xA,total_xG+xA,goals,xG+xA/90,transfer_value(USD),total_minutes_played
155,25625.0,Carlos Quintana,Squad Club Atlético Talleres,"Feb 11, 1988 (30)",30,right,2.0,0.8500000238418579,0.5,1.35,0.0,0.15,1.71,787.7
156,70151.0,Teodoro Paredes,Squad Club Atlético Newell's Old Boys,"Apr 1, 1993 (25)",25,right,13.0,0.8500000238418579,0.23,1.08,0.0,0.18,0.23,540.0
157,145349.0,Tomás Pochettino,Squad Club Atlético Talleres,"Feb 1, 1996 (22)",22,right,32.0,0.8399999737739563,0.26,1.1,0.0,0.17,2.29,591.85
158,28146.0,Rolando García Guerreño,Squad Club Atlético Lanús,"Feb 10, 1990 (28)",28,right,23.0,0.8399999737739563,0.3,1.14,0.0,0.16,1.71,649.52
159,39742.0,Guillermo Acosta,Squad Club Atlético Tucumán,"Oct 31, 1988 (30)",30,right,8.0,0.8299999833106995,0.41,1.24,2.0,0.11,0.57,1059.15
160,126.0,Jesús Dátolo,Squad Club Atlético Banfield,"May 19, 1984 (34)",34,left,10.0,0.8299999833106995,0.14,0.97,2.0,0.14,0.86,618.02
161,193905.0,Julián Carranza,Squad Club Atlético Banfield,"May 22, 2000 (18)",18,right,21.0,0.8100000023841858,0.34,1.15,1.0,0.38,2.29,275.77
162,37080.0,Leonardo Sigali,Squad Racing Club,"May 29, 1987 (31)",31,right,30.0,0.8000000119209291,0.21,1.01,0.0,0.09,3.43,1002.62
163,114498.0,Iván Colman,Squad Club Atlético Aldosivi,"May 6, 1995 (23)",23,right,28.0,0.7900000214576721,0.29,1.08,1.0,0.11,0.57,887.52
164,96298.0,Iván Ramírez,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Dec 8, 1994 (23)",23,right,15.0,0.7799999713897705,0.69,1.47,0.0,0.25,0.29,524.57
165,69929.0,Jonás Aguirre,Squad Club Atlético Belgrano,"Mar 5, 1992 (26)",26,left,20.0,0.7799999713897705,0.44,1.22,2.0,0.32,0.69,348.45
166,100778.0,Rodrigo Moreira,Squad Club Atlético San Martín (Tucumán),"Jul 15, 1996 (22)",22,right,4.0,0.7799999713897705,0.65,1.43,0.0,0.2,0.46,630.0
167,85311.0,Lucas Albertengo,Squad Club Estudiantes de La Plata,"Jan 30, 1991 (27)",27,right,7.0,0.7699999809265137,0.07,0.84,1.0,0.2,2.06,369.3
168,215457.0,Adolfo Gaich,Squad Club Atlético San Lorenzo de Almagro,"Feb 26, 1999 (19)",19,right,38.0,0.7699999809265137,0.4,1.17,1.0,0.3,,353.48
169,186030.0,Emiliano Purita,Squad Club Atlético San Martín (Tucumán),"Mar 25, 1997 (21)",21,right,30.0,0.7599999904632568,0.13,0.89,0.0,0.14,0.23,579.05
170,69646.0,Alan Ruiz,Squad Club Atlético Colón,"Aug 19, 1993 (25)",25,left,10.0,0.75,0.47,1.22,0.0,0.23,4.57,479.78
171,61919.0,Alberto Costa,Squad Club Atlético San Martín (Tucumán),"Jan 9, 1985 (33)",33,left,8.0,0.75,0.24,0.99,2.0,0.2,0.57,442.27
172,57885.0,Federico Carrizo,Squad Club Atlético Rosario Central,"May 17, 1991 (27)",27,right,8.0,0.7400000095367432,0.34,1.08,0.0,0.13,1.71,769.93
173,46612.0,Sebastián Bértoli,Squad Club Atlético Patronato de la Juventud Católica,"Oct 16, 1977 (41)",41,right,1.0,0.7400000095367432,0.0,0.74,0.0,0.06,0.11,1170.0
174,52390.0,Carlos Izquierdoz,Squad Club Atlético Boca Juniors,"Nov 3, 1988 (30)",30,right,24.0,0.7400000095367432,0.74,1.48,1.0,0.4,3.43,329.52
175,17276.0,Adrián Calello,Squad Club Atlético Banfield,"May 14, 1987 (31)",31,right,7.0,0.7300000190734863,0.29,1.02,1.0,0.1,0.34,898.2
176,35300.0,Mathías Abero,Squad Club Atlético Tucumán,"Apr 9, 1990 (28)",28,left,16.0,0.7300000190734863,0.13,0.86,1.0,0.08,0.23,990.0
177,728.0,Fernando Gago,Squad Club Atlético Boca Juniors,"Apr 10, 1986 (32)",32,right,5.0,0.7300000190734863,0.67,1.4,0.0,0.2,2.29,630.0
178,122008.0,Yeimar Gómez Andrade,Squad Club Atlético Unión (Santa Fe),"Jun 30, 1992 (26)",26,right,28.0,0.7200000286102295,0.57,1.29,1.0,0.11,2.29,1080.0
179,44771.0,Lucas Orban,Squad Racing Club,"Feb 3, 1989 (29)",29,left,6.0,0.7200000286102295,0.72,1.44,0.0,0.13,0.57,990.0
180,603.0,Walter Montillo,Squad Club Atlético Tigre,"Apr 14, 1984 (34)",34,right,14.0,0.7099999785423279,0.22,0.93,0.0,0.29,,289.65
181,87424.0,Fernando Zuqui,Squad Club Estudiantes de La Plata,"Nov 27, 1991 (27)",27,right,5.0,0.6899999976158142,0.29,0.98,1.0,0.11,1.71,784.8
182,118186.0,Mauro Ortiz,Squad Club Atlético Talleres,"Dec 27, 1994 (23)",23,right,19.0,0.6899999976158142,0.18,0.87,1.0,0.4,0.17,195.1
183,30896.0,Gastón Díaz,Squad Club Atlético Vélez Sarsfield,"Mar 13, 1988 (30)",30,right,24.0,0.6899999976158142,0.28,0.97,0.0,0.1,0.57,896.48
184,85468.0,Erik Godoy,Squad Club Atlético Colón,"Aug 16, 1993 (25)",25,right,27.0,0.6899999976158142,0.36,1.05,0.0,0.1,1.71,935.35
185,99779.0,Luis Abram,Squad Club Atlético Vélez Sarsfield,"Feb 27, 1996 (22)",22,left,29.0,0.6800000071525574,0.6,1.28,1.0,0.11,0.51,1080.0
186,95256.0,Marcelo Herrera,Squad Club Atlético Lanús,"Feb 26, 1992 (26)",26,right,2.0,0.6800000071525574,0.0,0.68,0.0,0.23,3.43,270.0
187,52937.0,Luciano Pons,Squad Club Atlético San Martín (Tucumán),"Apr 18, 1990 (28)",28,right,27.0,0.6700000166893005,0.58,1.25,1.0,0.33,,336.03
188,104594.0,Leonardo Godoy,Squad Club Atlético Talleres,"Apr 28, 1995 (23)",23,right,25.0,0.6700000166893005,0.58,1.25,0.0,0.11,2.01,1052.28
189,163289.0,Emiliano Ozuna,Squad Club Atlético Aldosivi,"Feb 9, 1996 (22)",22,left,36.0,0.6700000166893005,0.6,1.27,1.0,0.52,0.31,217.85
190,70941.0,Gonzalo Bueno,Squad Club Atlético Colón,"Jan 16, 1993 (25)",25,left,7.0,0.6700000166893005,0.11,0.78,2.0,0.48,0.74,146.03
191,134676.0,Guido Mainero,Squad Club Atlético Vélez Sarsfield,"Mar 23, 1995 (23)",23,right,7.0,0.6700000166893005,0.57,1.24,0.0,0.48,0.46,233.12
192,98969.0,Renzo Saravia,Squad Racing Club,"Jun 16, 1993 (25)",25,right,26.0,0.6499999761581421,0.05,0.7,0.0,0.07,2.86,849.05
193,6365.0,Martín Galmarini,Squad Club Atlético Tigre,"Feb 28, 1982 (36)",36,right,8.0,0.6399999856948853,0.15,0.79,0.0,0.07,0.11,1047.22
194,176537.0,Maximiliano Comba,Squad Club de Gimnasia y Esgrima La Plata,"Jan 16, 1994 (24)",24,right,30.0,0.6399999856948853,0.0,0.64,1.0,0.14,,414.18
195,133281.0,Saúl Salcedo,Squad Club Atlético Huracán,"Aug 29, 1997 (21)",21,right,6.0,0.6299999952316284,0.1,0.73,0.0,0.07,2.01,990.0
196,79877.0,Martín Benítez,Squad Club Atlético Independiente,"Jun 17, 1994 (24)",24,right,7.0,0.6200000047683716,0.19,0.81,2.0,0.19,6.86,393.23
197,48268.0,Pablo Pérez,Squad Club Atlético Boca Juniors,"Aug 10, 1985 (33)",33,right,8.0,0.6200000047683716,0.49,1.11,0.0,0.3,2.29,328.63
198,582.0,Jonathan Bottinelli,Squad Club Atlético Unión (Santa Fe),"Sep 14, 1984 (34)",34,left,33.0,0.6200000047683716,0.16,0.78,0.0,0.06,0.51,1080.0
199,94781.0,Franco Costa,Squad Club Atlético San Martín (Tucumán),"Dec 10, 1991 (26)",26,-,11.0,0.6100000143051147,0.15,0.76,1.0,0.38,0.09,178.13
200,70402.0,,Squad Club Atlético Banfield,"Jan 24, 1990 (28)",28,right,34.0,0.6100000143051147,0.33,0.94,0.0,0.12,0.31,696.58
201,51413.0,Camilo Mayada,Squad Club Atlético River Plate,"Jan 8, 1991 (27)",27,right,18.0,0.6100000143051147,0.07,0.68,1.0,0.11,1.71,540.0
202,45401.0,Danilo Ortiz,Squad Club Atlético Banfield,"May 28, 1992 (26)",26,left,6.0,0.6100000143051147,0.16,0.77,0.0,0.11,0.57,630.0
203,173015.0,Nicolás Thaller,Squad Club Atlético Lanús,"Sep 7, 1998 (20)",20,right,29.0,0.6000000238418579,0.14,0.74,1.0,0.12,0.17,540.0
204,69857.0,Juan Ignacio Sills,Squad Club Atlético Newell's Old Boys,"May 4, 1987 (31)",31,right,21.0,0.6000000238418579,0.45,1.05,0.0,0.2,0.23,464.92
205,100786.0,Matías Romero,Squad Asociación Atlética Argentinos Juniors,"Feb 1, 1996 (22)",22,right,26.0,0.5899999737739563,0.26,0.85,0.0,0.22,,346.15
206,407.0,Fernando Belluschi,Squad Club Atlético San Lorenzo de Almagro,"Sep 10, 1983 (35)",35,both,16.0,0.5899999737739563,0.12,0.71,0.0,0.18,2.58,358.85
207,34042.0,Ricardo Noir,Squad Club Atlético Tucumán,"Feb 26, 1987 (31)",31,right,22.0,0.5799999833106995,0.0,0.58,1.0,0.25,0.29,210.32
208,34042.0,Ricardo Noir,Squad Club Atlético Tucumán,"Mar 12, 1995 (23)",23,right,22.0,0.5799999833106995,0.0,0.58,1.0,0.25,0.46,210.32
209,172760.0,Lisandro Martínez,Squad Club Social y Deportivo Defensa y Justicia,"Jan 18, 1998 (20)",20,left,24.0,0.5799999833106995,0.21,0.79,1.0,0.08,2.29,941.43
210,198280.0,Juan Ignacio Méndez,Squad Asociación Atlética Argentinos Juniors,"Apr 28, 1997 (21)",21,right,14.0,0.5799999833106995,0.37,0.95,0.0,0.16,0.11,550.27
211,36117.0,Fabián Rinaudo,Squad Club de Gimnasia y Esgrima La Plata,"May 8, 1987 (31)",31,right,21.0,0.5799999833106995,0.29,0.87,0.0,0.07,0.86,1080.0
212,36816.0,Marco Torsiglieri,Squad Club Atlético Lanús,"Jan 12, 1988 (30)",30,left,18.0,0.5799999833106995,0.43,1.01,0.0,0.11,0.57,810.0
213,37792.0,Pablo Hernández,Squad Club Atlético Independiente,"Oct 24, 1986 (32)",32,left,19.0,0.5699999928474426,0.0,0.57,1.0,0.09,5.71,583.75
214,85466.0,Maximiliano Meza,Squad Club Atlético Independiente,"Jan 15, 1992 (26)",26,right,8.0,0.5699999928474426,0.22,0.79,0.0,0.09,16.0,759.1
215,138026.0,Franco Zuculini,Squad Club Atlético Colón,"Sep 5, 1990 (28)",28,right,18.0,0.5699999928474426,0.24,0.81,0.0,0.12,0.69,592.2
216,116196.0,Juan Cruz Komar,Squad Club Atlético Talleres,"Aug 13, 1996 (22)",22,right,6.0,0.5699999928474426,0.0,0.57,0.0,0.07,4.0,720.0
217,32264.0,Mauro Guevgeozian,Squad Club de Gimnasia y Esgrima La Plata,"May 10, 1986 (32)",32,right,18.0,0.5600000023841858,0.11,0.67,1.0,0.15,0.69,391.42
218,146048.0,Braian Cufré,Squad Club Atlético Vélez Sarsfield,"Dec 15, 1996 (21)",21,left,3.0,0.5600000023841858,0.3,0.86,2.0,0.1,0.91,810.0
219,4818.0,Andrés Lamas,Squad Club Atlético Tucumán,"Jan 16, 1984 (34)",34,left,39.0,0.550000011920929,0.39,0.94,0.0,0.2,0.11,414.12
220,66623.0,Oscar Benítez,Squad Asociación Atlética Argentinos Juniors,"Jan 14, 1993 (25)",25,right,9.0,0.550000011920929,0.39,0.94,0.0,0.16,1.71,519.07
221,140.0,Pablo Álvarez,Squad Club Atlético Huracán,"Apr 17, 1984 (34)",34,right,3.0,0.550000011920929,0.0,0.55,0.0,0.08,0.34,612.02
222,173030.0,Gastón Lodico,Squad Club Atlético Lanús,"May 28, 1998 (20)",20,right,16.0,0.5400000214576721,0.08,0.62,0.0,0.22,1.14,249.18
223,213070.0,Matías Gómez,Squad Club de Gimnasia y Esgrima La Plata,"Aug 10, 1998 (20)",20,-,33.0,0.5400000214576721,0.05,0.59,0.0,0.05,,1037.2
224,144877.0,Matías Escudero,Squad Club Atlético Patronato de la Juventud Católica,"Dec 15, 1988 (29)",29,right,6.0,0.5400000214576721,0.4,0.94,0.0,0.22,0.57,381.33
225,179703.0,Sebastián Villa,Squad Club Atlético Boca Juniors,"May 19, 1996 (22)",22,right,22.0,0.5400000214576721,0.32,0.86,2.0,0.19,0.91,398.23
226,27793.0,Gonzalo Castillejos,Squad Club Atlético San Martín (SJ),"Mar 5, 1986 (32)",32,right,20.0,0.5400000214576721,0.46,1.0,0.0,0.48,0.29,189.12
227,172566.0,Bautista Merlini,Squad Club Atlético San Lorenzo de Almagro,"Jul 4, 1995 (23)",23,right,11.0,0.5400000214576721,0.19,0.73,0.0,0.18,2.86,355.35
228,126644.0,Gabriel Alanís,Squad Club Atlético Belgrano,"Mar 16, 1994 (24)",24,left,22.0,0.5299999713897705,0.0,0.53,0.0,0.07,0.23,724.05
229,103961.0,Emanuel Cecchini,Squad Club Atlético Banfield,"Dec 24, 1996 (21)",21,right,5.0,0.5299999713897705,0.2,0.73,0.0,0.15,1.71,446.38
230,42356.0,Maximiliano Coronel,Squad Club de Gimnasia y Esgrima La Plata,"Apr 28, 1989 (29)",29,right,23.0,0.5299999713897705,0.45,0.98,0.0,0.08,0.34,1120.82
231,1655.0,Fabricio Coloccini,Squad Club Atlético San Lorenzo de Almagro,"Jan 22, 1982 (36)",36,right,32.0,0.5299999713897705,0.53,1.06,0.0,0.18,0.69,540.0
232,206572.0,Valentín Burgoa,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Jan 8, 2000 (18)",18,left,39.0,0.5199999809265137,0.24,0.76,1.0,0.2,,336.22
233,47808.0,Leonel Galeano,Squad Club Atlético Aldosivi,"Aug 2, 1991 (27)",27,right,6.0,0.5099999904632568,0.2,0.71,0.0,0.09,0.69,721.52
234,98359.0,Adrián Arregui,Squad Club Atlético San Martín (Tucumán),"Aug 12, 1992 (26)",26,right,13.0,0.5,0.23,0.73,0.0,0.08,0.29,823.92
235,28823.0,Diego Cardozo,Squad Club Atlético San Martín (SJ),"Jun 2, 1987 (31)",31,left,30.0,0.4900000095367432,0.08,0.57,1.0,0.19,0.34,276.53
236,51.0,Leonardo Pisculichi,Squad Asociación Atlética Argentinos Juniors,"Jan 18, 1984 (34)",34,left,18.0,0.479999989271164,0.05,0.53,0.0,0.08,0.57,572.72
237,31274.0,Mariano Bíttolo,Squad Club Atlético Newell's Old Boys,"Apr 24, 1990 (28)",28,left,28.0,0.479999989271164,0.42,0.9,0.0,0.09,0.69,900.0
238,44271.0,Maximiliano Lugo,Squad Club Atlético Belgrano,"Dec 4, 1989 (28)",28,left,16.0,0.479999989271164,0.09,0.57,1.0,0.12,0.4,436.03
239,55627.0,Nahuel Yeri,Squad Club Atlético Aldosivi,"Nov 12, 1991 (27)",27,right,25.0,0.4699999988079071,0.07,0.54,0.0,0.06,0.37,874.47
240,193561.0,Tomás Cuello,Squad Club Atlético Tucumán,"Mar 5, 2000 (18)",18,right,28.0,0.4699999988079071,0.25,0.72,0.0,0.6,0.06,107.78
241,151431.0,Joaquín Torres,Squad Club Atlético Newell's Old Boys,"Jan 28, 1997 (21)",21,right,18.0,0.4600000083446503,0.09,0.55,0.0,0.31,1.71,160.3
242,78833.0,Nicolás Pasquini,Squad Club Atlético Lanús,"Jan 2, 1991 (27)",27,left,21.0,0.4600000083446503,0.31,0.77,0.0,0.06,2.86,1080.0
243,8951.0,Matías Caruzzo,Squad Club Atlético Rosario Central,"Aug 15, 1984 (34)",34,right,2.0,0.4600000083446503,0.3,0.76,1.0,0.08,0.86,810.0
244,137870.0,Alejandro Altuna,Squad Club Atlético San Martín (Tucumán),"Jan 19, 1992 (26)",26,right,5.0,0.4600000083446503,0.0,0.46,0.0,0.14,,291.07
245,24754.0,Gastón Fernández,Squad Club Estudiantes de La Plata,"Oct 12, 1983 (35)",35,right,10.0,0.4600000083446503,0.0,0.46,2.0,0.12,0.34,346.95
246,30027.0,Juan Mattia,Squad Club Atlético San Martín (SJ),"Jun 24, 1988 (30)",30,right,2.0,0.44999998807907104,0.0,0.45,1.0,0.09,0.4,450.0
247,51466.0,Santiago Zurbriggen,Squad Club Atlético Unión (Santa Fe),"Jan 27, 1990 (28)",28,right,20.0,0.44999998807907104,0.41,0.86,1.0,0.34,0.4,225.0
248,105543.0,Nicolás Figal,Squad Club Atlético Independiente,"Apr 3, 1994 (24)",24,right,4.0,0.44999998807907104,0.0,0.45,0.0,0.06,5.14,626.85
249,45616.0,Fernando Godoy,Squad Club Atlético Aldosivi,"May 1, 1990 (28)",28,right,15.0,0.4399999976158142,0.24,0.68,0.0,0.06,0.57,942.7
250,16225.0,Federico Mancinelli,Squad Club Atlético Huracán,"May 8, 1982 (36)",36,right,2.0,0.4399999976158142,0.17,0.61,0.0,0.06,0.17,900.0
251,126700.0,Nicolás Giménez,Squad Club Atlético San Martín (Tucumán),"Jan 16, 1996 (22)",22,right,31.0,0.4399999976158142,0.23,0.67,1.0,0.16,0.46,380.47
252,124151.0,Alfio Oviedo,Squad Club Atlético Newell's Old Boys,"Dec 18, 1995 (22)",22,right,19.0,0.4399999976158142,0.44,0.88,1.0,0.31,0.29,258.13
253,101036.0,Joel Soñora,Squad Club Atlético Talleres,"Sep 15, 1996 (22)",22,right,21.0,0.4399999976158142,0.32,0.76,0.0,0.29,0.17,232.82
254,172568.0,Domingo Blanco,Squad Club Social y Deportivo Defensa y Justicia,"Apr 22, 1995 (23)",23,right,8.0,0.4399999976158142,0.2,0.64,0.0,0.07,0.4,784.38
255,103166.0,Federico Álvarez,Squad Club Atlético Belgrano,"Aug 7, 1994 (24)",24,left,24.0,0.4399999976158142,0.0,0.44,0.0,1.17,0.51,33.8
256,43831.0,Ciro Rius,Squad Club Social y Deportivo Defensa y Justicia,"Oct 27, 1988 (30)",30,right,12.0,0.4399999976158142,0.21,0.65,0.0,0.09,0.69,625.05
257,593.0,Jorge Ortiz,Squad Club Atlético Tigre,"Jun 20, 1984 (34)",34,right,22.0,0.4300000071525574,0.32,0.75,0.0,0.13,0.34,500.55
258,17110.0,Pablo Mouche,Squad Club Atlético San Lorenzo de Almagro,"Oct 11, 1987 (31)",31,left,37.0,0.4300000071525574,0.27,0.7,0.0,0.1,1.14,606.7
259,37104.0,Ramón Ábila,Squad Club Atlético Boca Juniors,"Oct 14, 1989 (29)",29,right,17.0,0.4300000071525574,0.08,0.51,1.0,0.17,6.86,262.57
260,8670.0,Guillermo Burdisso,Squad Club Atlético Independiente,"Sep 26, 1988 (30)",30,right,3.0,0.4300000071525574,0.43,0.86,0.0,0.24,2.06,325.2
261,106093.0,Gonzalo Piovi,Squad Club de Gimnasia y Esgrima La Plata,"Sep 8, 1994 (24)",24,left,3.0,0.4300000071525574,0.27,0.7,0.0,0.08,0.57,810.0
262,4298.0,Marcelo Díaz,Squad Racing Club,"Dec 30, 1986 (31)",31,right,21.0,0.4300000071525574,0.16,0.59,0.0,0.07,2.86,764.73
263,375.0,Matías Fritzler,Squad Club Atlético Colón,"Aug 23, 1986 (32)",32,right,5.0,0.4300000071525574,0.2,0.63,0.0,0.06,0.57,922.92
264,105873.0,Francisco Grahl,Squad Club Atlético San Martín (SJ),"Mar 5, 1992 (26)",26,left,26.0,0.4300000071525574,0.39,0.82,0.0,0.42,0.34,174.62
265,24111.0,Víctor Ayala,Squad Club de Gimnasia y Esgrima La Plata,"Jan 1, 1988 (30)",30,right,16.0,0.41999998688697815,0.22,0.64,0.0,0.24,0.57,239.13
266,57549.0,Nicolás Domingo,Squad Club Atlético Independiente,"Aug 4, 1985 (33)",33,right,5.0,0.41999998688697815,0.21,0.63,0.0,0.07,0.86,855.07
267,126560.0,Jorge Rodríguez,Squad Club Atlético Banfield,"Sep 15, 1995 (23)",23,right,30.0,0.41999998688697815,0.04,0.46,0.0,0.07,0.8,630.0
268,209194.0,Elías Pereyra,Squad Club Atlético San Lorenzo de Almagro,"Feb 15, 1999 (19)",19,left,21.0,0.41999998688697815,0.42,0.84,0.0,0.11,,690.25
269,172559.0,Marcos Senesi,Squad Club Atlético San Lorenzo de Almagro,"May 10, 1997 (21)",21,left,6.0,0.4099999964237213,0.16,0.57,0.0,0.05,2.06,990.0
270,101432.0,Manuel De Iriondo,Squad Club Atlético Unión (Santa Fe),"May 6, 1993 (25)",25,right,23.0,0.4099999964237213,0.13,0.54,0.0,0.16,0.29,313.53
271,147633.0,Nahuel Estévez,Squad Club Estudiantes de La Plata,"Nov 14, 1995 (23)",23,right,24.0,0.4099999964237213,0.35,0.76,1.0,0.19,,357.7
272,146440.0,Diego Valoyes,Squad Club Atlético Talleres,"Sep 22, 1996 (22)",22,right,18.0,0.4099999964237213,0.05,0.46,0.0,0.3,0.57,138.3
273,51618.0,Marcelo Larrondo,Squad Club Social y Deportivo Defensa y Justicia,"Aug 16, 1988 (30)",30,right,16.0,0.4099999964237213,0.28,0.69,1.0,0.49,1.14,127.72
274,49644.0,Mauro Maidana,Squad Asociación Atlética Argentinos Juniors,"Jul 12, 1990 (28)",28,left,3.0,0.4000000059604645,0.4,0.8,0.0,0.4,0.23,180.0
275,16599.0,Bruno Bianchi,Squad Club Atlético Tucumán,"Feb 17, 1989 (29)",29,right,2.0,0.4000000059604645,0.0,0.4,1.0,0.04,0.69,845.88
276,57154.0,Marcos Figueroa,Squad Club Atlético San Martín (Tucumán),"Jan 18, 1990 (28)",28,right,19.0,0.4000000059604645,0.36,0.76,0.0,0.24,1.71,283.0
277,376.0,Matías Pérez García,Squad Club Atlético Tigre,"Oct 13, 1984 (34)",34,left,10.0,0.4000000059604645,0.24,0.64,0.0,0.12,0.34,472.12
278,56334.0,Fabián Espíndola,Squad Club Atlético San Martín (Tucumán),"May 4, 1985 (33)",33,both,14.0,0.3899999856948853,0.18,0.57,0.0,0.17,0.57,305.05
279,146831.0,Stefano Callegari,Squad Club Atlético Newell's Old Boys,"Jan 6, 1997 (21)",21,right,29.0,0.3899999856948853,0.0,0.39,0.0,0.06,0.06,630.0
280,16283.0,Ignacio Canuto,Squad Club Atlético Tigre,"Feb 20, 1986 (32)",32,right,6.0,0.3799999952316284,0.3,0.68,0.0,0.06,0.4,1080.0
281,97643.0,Fabrizio Angileri,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 15, 1994 (24)",24,left,21.0,0.3700000047683716,0.11,0.48,0.0,0.04,2.86,1058.23
282,479.0,Carlos Araujo,Squad Club Atlético Huracán,"Nov 19, 1981 (37)",37,right,4.0,0.3700000047683716,0.11,0.48,1.0,0.08,0.17,540.0
283,115360.0,Jonathan Cabral,Squad Club Atlético Tucumán,"May 10, 1992 (26)",26,right,31.0,0.3700000047683716,0.22,0.59,0.0,0.05,0.69,1080.0
284,94965.0,Hernán Petryk,Squad Club Atlético San Martín (Tucumán),"Oct 21, 1994 (24)",24,right,32.0,0.3700000047683716,0.3,0.67,0.0,0.09,0.34,670.07
285,33562.0,Gastón Bojanich,Squad Asociación Atlética Argentinos Juniors,"Apr 23, 1985 (33)",33,left,23.0,0.3700000047683716,0.18,0.55,0.0,0.05,0.23,1080.0
286,66889.0,Gastón Campi,Squad Club Estudiantes de La Plata,"Apr 6, 1991 (27)",27,left,15.0,0.36000001430511475,0.0,0.36,0.0,0.06,1.71,582.88
287,16011.0,Clemente Rodríguez,Squad Club Atlético Colón,"Jul 31, 1981 (37)",37,left,3.0,0.36000001430511475,0.32,0.68,1.0,0.17,0.34,351.62
288,158998.0,Jalil Elías,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 25, 1996 (22)",22,right,10.0,0.36000001430511475,0.08,0.44,0.0,0.04,0.97,1080.0
289,137579.0,Emiliano Amor,Squad Club Atlético Aldosivi,"May 16, 1995 (23)",23,right,32.0,0.36000001430511475,0.16,0.52,0.0,0.04,0.91,1170.0
290,3116.0,Carlos Luna,Squad Club Atlético Tigre,"Jan 17, 1982 (36)",36,right,7.0,0.36000001430511475,0.05,0.41,1.0,0.87,0.34,42.35
291,127161.0,Mauricio Tévez,Squad Club Social y Deportivo Defensa y Justicia,"Jul 31, 1996 (22)",22,right,32.0,0.3499999940395355,0.25,0.6,0.0,0.27,1.71,200.05
292,173021.0,Leandro Maciel,Squad Club Atlético Lanús,"Dec 29, 1995 (22)",22,right,5.0,0.3499999940395355,0.05,0.4,1.0,0.07,0.46,541.42
293,44480.0,Jorge Pereyra Díaz,Squad Club Atlético Lanús,"Aug 5, 1990 (28)",28,right,14.0,0.3499999940395355,0.22,0.57,0.0,0.12,1.14,437.88
294,170137.0,Agustín Almendra,Squad Club Atlético Boca Juniors,"Feb 11, 2000 (18)",18,right,39.0,0.3499999940395355,0.1,0.45,0.0,0.06,0.57,717.57
295,95547.0,Osmar Leguizamón,Squad Club Deportivo Godoy Cruz Antonio Tomba,"May 11, 1994 (24)",24,right,27.0,0.3499999940395355,0.07,0.42,0.0,0.13,,288.8
296,87515.0,Nicolás Pantaleone,Squad Club Atlético Patronato de la Juventud Católica,"Dec 28, 1996 (21)",21,-,25.0,0.3499999940395355,0.0,0.35,0.0,0.05,,630.0
297,174238.0,José Correia,Squad Club Atlético Newell's Old Boys,"Apr 17, 1990 (28)",28,left,30.0,0.3499999940395355,0.0,0.35,0.0,1.57,,20.08
298,174238.0,José Correia,Squad Club Atlético Newell's Old Boys,"Oct 22, 1996 (22)",22,left,30.0,0.3499999940395355,0.0,0.35,0.0,1.57,0.17,20.08
299,629.0,Jonás Gutiérrez,Squad Club Social y Deportivo Defensa y Justicia,"Jul 5, 1983 (35)",35,right,23.0,0.3400000035762787,0.34,0.68,0.0,0.38,0.86,161.15
300,179441.0,Maximiliano Lovera,Squad Club Atlético Rosario Central,"Mar 9, 1999 (19)",19,right,34.0,0.33000001311302185,0.15,0.48,0.0,0.15,2.86,282.5
301,158965.0,Bruno Pittón,Squad Club Atlético Unión (Santa Fe),"Feb 11, 1993 (25)",25,left,14.0,0.33000001311302185,0.16,0.49,0.0,0.06,1.44,728.82
302,121313.0,Favio Álvarez,Squad Club Atlético Tucumán,"Jan 23, 1993 (25)",25,right,11.0,0.33000001311302185,0.27,0.6,1.0,0.44,0.57,122.18
303,205120.0,Emanuel Iñíguez,Squad Club Atlético Aldosivi,"Sep 16, 1996 (22)",22,right,21.0,0.3199999928474426,0.09,0.41,0.0,0.04,,840.47
304,153417.0,Lucas Martínez Quarta,Squad Club Atlético River Plate,"May 10, 1996 (22)",22,right,28.0,0.3199999928474426,0.16,0.48,0.0,0.12,7.43,360.0
305,96440.0,Leonel Miranda,Squad Club Social y Deportivo Defensa y Justicia,"Jan 7, 1994 (24)",24,right,10.0,0.3100000023841858,0.13,0.44,0.0,0.04,1.71,933.97
306,23123.0,Renato Civelli,Squad Club Atlético Banfield,"Oct 14, 1983 (35)",35,right,2.0,0.30000001192092896,0.07,0.37,0.0,0.03,0.57,990.0
307,535.0,Patricio Toranzo,Squad Club Atlético Huracán,"Mar 19, 1982 (36)",36,right,18.0,0.30000001192092896,0.0,0.3,0.0,0.28,0.23,95.28
308,10601.0,Hernán Bernardello,Squad Club Atlético Newell's Old Boys,"Aug 3, 1986 (32)",32,right,5.0,0.30000001192092896,0.07,0.37,0.0,0.03,0.34,1054.28
309,89096.0,Lucas Villalba,Squad Club Atlético Aldosivi,"Aug 19, 1994 (24)",24,left,23.0,0.30000001192092896,0.05,0.35,0.0,0.03,1.44,1068.05
